Invoice Number,Customer ID,Ship To ID,Salesperson ID,Order Number,Customer PO Number,Order Date,Requested Ship Date,Promised Ship Date,Actual Ship Date,Invoice Date,Invoice Discount %
1680354,101035,220355,401063,6915003,3920809,7/9/2014,7/27/2014,8/21/2014,8/21/2014,8/21/2014,0
1680599,101065,220423,401051,6916009,3921373,5/6/2013,5/14/2013,6/13/2013,6/13/2013,6/13/2013,0
1680850,101034,230607,401032,6917007,3921943,7/15/2014,7/21/2014,8/8/2014,8/8/2014,8/11/2014,0
1681080,101070,220429,401057,6918005,3922519,7/18/2013,8/6/2013,8/24/2013,8/24/2013,8/24/2013,0.15
1681564,101031,230546,401035,6920002,3923648,7/12/2013,8/9/2013,9/14/2013,9/14/2013,9/14/2013,0
1681805,101030,220325,401021,6921006,3924209,11/25/2013,12/8/2013,1/13/2014,1/13/2014,1/13/2014,0.09
1682291,101135,210172,401028,6923003,3925344,10/14/2014,10/22/2014,11/4/2014,11/4/2014,11/4/2014,0
1682538,101090,230856,401059,6924003,3925909,2/5/2014,2/27/2014,4/11/2014,4/11/2014,4/11/2014,0.15
1682785,101073,230737,401020,6925010,3926482,2/26/2013,3/4/2013,3/9/2013,3/9/2013,3/9/2013,0.15
1683030,101090,230834,401059,6926006,3927051,5/10/2013,5/24/2013,5/30/2013,5/30/2013,5/30/2013,0
1683512,101065,220416,401051,6928002,3928177,3/21/2013,4/9/2013,5/20/2013,5/20/2013,5/20/2013,0
1683992,101085,230759,401044,6930009,3929320,9/25/2014,10/6/2014,11/9/2014,11/9/2014,11/9/2014,0
1684237,101096,220502,401027,6931009,3929886,4/2/2014,4/10/2014,4/23/2014,5/1/2014,5/1/2014,0
1684738,101094,210111,401049,6933002,3931019,9/25/2013,10/20/2013,11/23/2013,11/23/2013,11/23/2013,0.15
1684972,101011,210014,401007,6934008,3931585,12/12/2012,1/1/2013,1/27/2013,1/27/2013,1/27/2013,0
1685216,101073,230756,401020,6935004,3932146,9/22/2013,9/27/2013,11/3/2013,11/3/2013,11/3/2013,0
1685451,101061,210077,401046,6936001,3932719,5/6/2014,5/28/2014,6/25/2014,6/25/2014,6/25/2014,0
1685708,101189,210247,401019,6937010,3933281,11/27/2013,12/14/2013,12/28/2013,12/28/2013,12/28/2013,0.15
1685938,101085,230793,401044,6938004,3933848,3/29/2014,4/26/2014,5/16/2014,5/16/2014,5/16/2014,0
1686188,101096,220516,401027,6939009,3934421,5/4/2014,6/2/2014,6/15/2014,6/15/2014,6/15/2014,0
1686432,101090,230868,401059,6940009,3934991,11/14/2014,12/11/2014,12/31/2014,12/31/2014,12/31/2014,0.15
1686909,101076,210094,401058,6942004,3936124,3/30/2014,4/4/2014,5/4/2014,5/4/2014,5/7/2014,0
1687406,101024,210034,401013,6944007,3937254,8/18/2013,8/31/2013,9/15/2013,9/15/2013,9/15/2013,0.03
1687639,101140,210178,401019,6945009,3937826,9/17/2013,9/25/2013,10/10/2013,10/10/2013,10/10/2013,0.08
1687884,101062,210079,401019,6946008,3938389,9/3/2013,9/30/2013,10/22/2013,10/22/2013,10/22/2013,0
1688128,101136,210173,401019,6947008,3938951,3/22/2014,3/26/2014,4/16/2014,4/16/2014,4/16/2014,0.15
1688384,101090,230874,401059,6948007,3939522,5/27/2013,6/17/2013,6/29/2013,6/29/2013,6/29/2013,0
1688617,101085,230814,401044,6949006,3940095,4/16/2013,5/13/2013,5/28/2013,6/4/2013,6/4/2013,0
1688868,101186,210242,401034,6950008,3940662,1/4/2014,1/31/2014,3/14/2014,3/14/2014,3/14/2014,0
1689344,101035,220357,401063,6952003,3941797,6/30/2013,7/8/2013,7/22/2013,7/22/2013,7/22/2013,0
1689587,101169,210220,401013,6953003,3942360,9/16/2013,10/3/2013,11/10/2013,11/10/2013,11/10/2013,0.15
1689839,101069,230667,401023,6954007,3942928,4/9/2013,5/1/2013,5/29/2013,5/29/2013,6/2/2013,0
1690082,101010,210012,401004,6955001,3943497,5/22/2013,6/16/2013,7/11/2013,7/11/2013,7/13/2013,0.15
1690558,101085,230811,401044,6957004,3944626,4/11/2014,5/2/2014,5/16/2014,5/16/2014,5/16/2014,0
1690810,101035,220363,401063,6958001,3945194,12/10/2012,1/8/2013,1/18/2013,1/18/2013,1/18/2013,0.15
1691048,101141,210180,401034,6959006,3945760,10/6/2014,10/16/2014,11/16/2014,11/16/2014,11/16/2014,0.15
1691299,101073,230747,401020,6960008,3946324,3/19/2013,4/12/2013,4/17/2013,4/17/2013,4/17/2013,0
1691530,101031,230581,401035,6961003,3946897,10/27/2013,11/19/2013,12/11/2013,12/11/2013,12/11/2013,0
1691783,101069,230662,401023,6962008,3947467,7/18/2014,8/7/2014,9/11/2014,9/11/2014,9/15/2014,0.15
1692026,101085,230779,401044,6963009,3948031,8/12/2013,8/30/2013,9/10/2013,9/10/2013,9/10/2013,0
1692504,101176,210229,401019,6965005,3949157,6/3/2013,6/20/2013,7/4/2013,7/4/2013,7/4/2013,0
1692747,101090,230845,401059,6966008,3949730,11/19/2014,12/18/2014,12/31/2014,12/31/2014,12/31/2014,0
1693239,101035,220357,401063,6968004,3950860,8/30/2014,9/28/2014,10/27/2014,10/27/2014,10/27/2014,0
1693476,101034,230607,401032,6969008,3951429,9/10/2014,9/10/2014,9/24/2014,9/24/2014,9/24/2014,0
1693954,101165,210214,401034,6971004,3952569,4/3/2013,4/6/2013,5/4/2013,5/8/2013,5/8/2013,0.08
1694211,101004,220296,401030,6972007,3953125,5/15/2014,6/9/2014,7/22/2014,7/22/2014,7/22/2014,0
1694458,101002,220278,401036,6973010,3953702,11/15/2014,11/15/2014,11/19/2014,11/19/2014,11/19/2014,0
1694696,101090,230847,401059,6974007,3954265,12/15/2012,1/1/2013,2/12/2013,2/12/2013,2/12/2013,0
1694927,101073,230733,401020,6975004,3954829,7/21/2013,7/21/2013,7/29/2013,7/29/2013,7/29/2013,0.15
1695426,101070,220429,401057,6977010,3955963,11/24/2014,12/7/2014,12/31/2014,12/31/2014,12/31/2014,0
1695659,101035,220354,401063,6978001,3956527,12/26/2013,1/9/2014,1/18/2014,1/19/2014,1/19/2014,0
1695898,101034,230640,401032,6979008,3957104,12/2/2012,1/1/2013,1/24/2013,1/26/2013,1/26/2013,0.15
1696148,101068,210086,401028,6980005,3957662,1/19/2014,2/10/2014,2/28/2014,2/28/2014,2/28/2014,0.15
1696388,101031,230551,401035,6981009,3958238,5/15/2013,6/10/2013,7/23/2013,7/23/2013,7/23/2013,0.15
1696638,101061,210077,401046,6982010,3958795,8/26/2014,9/14/2014,9/14/2014,9/14/2014,9/14/2014,0.15
1696877,101085,230811,401044,6983003,3959364,9/12/2014,9/23/2014,10/12/2014,10/12/2014,10/12/2014,0
1697131,101065,220416,401051,6984008,3959940,5/17/2013,5/18/2013,5/24/2013,5/24/2013,5/24/2013,0
1697362,101065,220423,401051,6985010,3960499,9/26/2013,10/24/2013,11/3/2013,11/3/2013,11/3/2013,0
1697615,101069,230690,401023,6986009,3961064,7/4/2013,8/1/2013,8/18/2013,8/18/2013,8/18/2013,0
1697856,101069,230660,401023,6987009,3961633,8/3/2013,8/4/2013,8/16/2013,8/16/2013,8/16/2013,0
1698089,101073,230745,401020,6988001,3962199,3/18/2013,4/10/2013,4/25/2013,4/25/2013,4/25/2013,0.15
1698818,101035,220365,401063,6991002,3963901,12/11/2012,1/1/2013,2/14/2013,2/14/2013,2/14/2013,0.14
1699075,101084,210103,401055,6992010,3964469,8/31/2014,9/14/2014,10/6/2014,10/6/2014,10/6/2014,0
1699307,101090,230835,401059,6993008,3965032,2/19/2014,3/9/2014,4/16/2014,4/16/2014,4/16/2014,0.15
1699562,101018,210026,401034,6994001,3965608,11/9/2014,12/5/2014,12/31/2014,12/31/2014,12/31/2014,0
1700034,101085,230803,401044,6996004,3966733,4/27/2014,5/6/2014,5/29/2014,5/29/2014,6/2/2014,0
1700287,101065,220416,401051,6997005,3967311,5/9/2014,5/12/2014,6/1/2014,6/1/2014,6/1/2014,0
1700521,101085,230789,401044,6998007,3967879,9/2/2014,9/19/2014,9/24/2014,9/24/2014,9/24/2014,0
1700762,101057,210069,401055,6999002,3968441,10/19/2014,11/7/2014,11/12/2014,11/12/2014,11/12/2014,0
1701008,101020,210029,401037,7000008,3969007,7/18/2014,8/9/2014,8/13/2014,8/13/2014,8/13/2014,0
1701245,101016,210022,401019,7001009,3969578,11/21/2014,12/17/2014,12/24/2014,12/24/2014,12/24/2014,0
1701735,101096,220513,401027,7003003,3970711,9/23/2014,10/7/2014,11/18/2014,11/18/2014,11/18/2014,0
1701974,101090,230820,401059,7004009,3971269,10/28/2014,11/16/2014,12/16/2014,12/16/2014,12/16/2014,0
1702216,101031,230548,401035,7005008,3971837,10/13/2013,10/13/2013,11/25/2013,11/25/2013,11/25/2013,0
1702472,101085,230758,401044,7006004,3972408,7/2/2014,7/7/2014,8/1/2014,8/1/2014,8/1/2014,0
1702959,101112,210136,401046,7008003,3973549,6/16/2014,6/23/2014,7/23/2014,7/23/2014,7/23/2014,0
1703201,101086,220463,401021,7009007,3974111,5/13/2014,5/17/2014,5/26/2014,5/26/2014,5/26/2014,0.04
1703444,101031,230590,401035,7010001,3974671,12/9/2012,1/1/2013,1/9/2013,1/9/2013,1/9/2013,0.15
1703678,101075,210092,401046,7011004,3975248,12/11/2013,12/20/2013,1/9/2014,1/9/2014,1/9/2014,0
1703919,101132,210165,401055,7012003,3975810,10/7/2013,10/22/2013,11/24/2013,11/24/2013,11/25/2013,0.04
1704178,101085,230765,401044,7013001,3976384,11/12/2014,11/12/2014,12/16/2014,12/16/2014,12/16/2014,0.15
1704418,101034,230615,401032,7014010,3976944,5/8/2014,5/26/2014,6/16/2014,6/16/2014,6/20/2014,0
1704658,101069,230691,401023,7015009,3977508,12/16/2013,12/27/2013,2/4/2014,2/4/2014,2/4/2014,0.15
1704902,101073,230721,401020,7016006,3978076,9/21/2014,9/27/2014,10/22/2014,10/22/2014,10/22/2014,0.15
1705380,101035,220362,401063,7018004,3979215,3/12/2014,4/2/2014,4/27/2014,4/27/2014,4/27/2014,0
1705629,101004,220299,401030,7019004,3979786,12/24/2013,12/24/2013,2/5/2014,2/5/2014,2/5/2014,0
1705877,101031,230565,401035,7020003,3980350,8/4/2013,8/21/2013,9/8/2013,9/8/2013,9/8/2013,0
1706116,101065,220427,401051,7021008,3980908,6/8/2014,6/8/2014,6/8/2014,6/8/2014,6/8/2014,0
1706366,101094,210112,401049,7022007,3981482,4/16/2013,5/8/2013,5/14/2013,5/14/2013,5/14/2013,0.15
1706600,101069,230672,401023,7023010,3982053,8/8/2014,9/3/2014,9/17/2014,9/17/2014,9/17/2014,0
1706852,101065,220418,401051,7024001,3982613,10/10/2014,10/23/2014,11/26/2014,11/26/2014,11/27/2014,0
1707083,101085,230770,401044,7025002,3983188,9/24/2013,10/18/2013,11/10/2013,11/10/2013,11/10/2013,0
1707322,101197,210258,401022,7026005,3983754,7/23/2013,8/13/2013,8/15/2013,8/15/2013,8/15/2013,0
1707576,101034,230631,401032,7027008,3984311,11/19/2013,11/28/2013,12/31/2013,12/31/2013,12/31/2013,0
1707806,101022,210032,401055,7028007,3984886,2/19/2013,2/22/2013,2/25/2013,2/25/2013,2/25/2013,0
1708058,101030,220331,401021,7029004,3985444,5/10/2013,5/19/2013,6/10/2013,6/10/2013,6/10/2013,0
1708305,101090,230816,401059,7030008,3986014,10/6/2013,10/7/2013,10/10/2013,10/10/2013,10/10/2013,0
1708543,101090,230826,401059,7031009,3986589,8/23/2013,9/10/2013,10/23/2013,10/23/2013,10/27/2013,0
1708786,101154,210198,401004,7032005,3987149,6/9/2013,6/16/2013,6/23/2013,6/23/2013,6/23/2013,0
1709024,101082,220456,401030,7033008,3987720,7/17/2013,7/25/2013,8/26/2013,8/26/2013,8/26/2013,0
1709281,101035,220354,401063,7034009,3988290,10/14/2013,11/11/2013,11/20/2013,11/20/2013,11/20/2013,0
1709522,101144,210185,401004,7035010,3988849,4/24/2014,5/14/2014,5/14/2014,5/14/2014,5/14/2014,0.15
1709752,101004,220299,401030,7036009,3989415,5/28/2014,6/20/2014,7/4/2014,7/4/2014,7/4/2014,0.15
1710010,101128,210160,401052,7037006,3989984,6/30/2014,7/13/2014,8/17/2014,8/17/2014,8/19/2014,0
1710242,101043,210052,401061,7038009,3990547,9/14/2013,10/12/2013,10/15/2013,10/15/2013,10/15/2013,0
1710489,101171,210222,401049,7039005,3991122,2/12/2013,2/26/2013,4/7/2013,4/15/2013,4/16/2013,0
1710729,101073,230721,401020,7040004,3991685,8/14/2013,8/16/2013,8/27/2013,8/27/2013,8/27/2013,0
1710967,101004,220292,401030,7041001,3992254,7/5/2014,7/9/2014,8/3/2014,8/3/2014,8/3/2014,0
1711219,101035,220356,401063,7042006,3992819,11/5/2014,11/10/2014,12/2/2014,12/2/2014,12/2/2014,0
1711707,101065,220422,401051,7044007,3993958,12/19/2012,1/5/2013,1/19/2013,1/19/2013,1/20/2013,0
1712440,101034,230603,401032,7047004,3995659,9/23/2013,10/3/2013,10/11/2013,10/11/2013,10/11/2013,0.12
1712668,101082,220457,401030,7048003,3996224,9/17/2014,10/15/2014,11/16/2014,11/16/2014,11/16/2014,0
1712911,101089,210107,401052,7049009,3996792,4/3/2014,4/8/2014,5/9/2014,5/9/2014,5/9/2014,0.15
1713395,101121,210148,401004,7051008,3997919,4/25/2014,5/10/2014,6/7/2014,6/7/2014,6/7/2014,0
1713652,101035,220353,401063,7052001,3998485,10/1/2014,10/14/2014,10/24/2014,10/24/2014,10/24/2014,0
1713884,101002,220276,401036,7053002,3999063,3/1/2013,3/1/2013,3/6/2013,3/6/2013,3/6/2013,0
1714132,101069,230655,401023,7054007,3999626,3/4/2013,3/27/2013,4/27/2013,4/27/2013,4/27/2013,0
1714373,101073,230713,401020,7055001,4000198,5/1/2014,5/11/2014,6/23/2014,6/23/2014,6/23/2014,0
1714611,101197,210257,401022,7056010,4000761,11/19/2014,12/15/2014,12/31/2014,12/31/2014,12/31/2014,0
1715101,101147,210188,401049,7058004,4001891,7/28/2014,8/2/2014,9/4/2014,9/8/2014,9/8/2014,0.15
1715341,101031,230587,401035,7059006,4002456,11/28/2013,12/18/2013,1/19/2014,1/19/2014,1/19/2014,0
1715583,101030,220332,401021,7060002,4003027,1/12/2013,2/3/2013,2/24/2013,2/24/2013,2/24/2013,0
1715826,101009,210010,401004,7061006,4003597,11/2/2013,11/5/2013,11/14/2013,11/14/2013,11/14/2013,0
1716075,101035,220366,401063,7062001,4004166,4/21/2014,5/17/2014,5/27/2014,5/27/2014,5/27/2014,0
1716312,101030,220318,401021,7063005,4004729,8/2/2013,8/2/2013,9/11/2013,9/11/2013,9/11/2013,0
1716809,101069,230659,401023,7065001,4005863,6/17/2014,7/1/2014,7/15/2014,7/15/2014,7/17/2014,0
1717050,101086,220481,401021,7066003,4006424,5/28/2013,6/22/2013,7/25/2013,7/25/2013,7/25/2013,0.15
1717283,101086,220478,401021,7067007,4006994,10/28/2013,11/2/2013,12/12/2013,12/12/2013,12/12/2013,0
1717785,101197,210258,401022,7069003,4008124,8/22/2014,8/25/2014,10/4/2014,10/4/2014,10/4/2014,0
1718012,101005,210004,401034,7070001,4008700,5/24/2014,5/30/2014,6/18/2014,6/18/2014,6/18/2014,0
1718260,101025,220316,401003,7071003,4009269,9/18/2014,9/19/2014,11/1/2014,11/1/2014,11/1/2014,0
1718501,101090,230849,401059,7072006,4009829,2/10/2014,2/27/2014,3/10/2014,3/10/2014,3/10/2014,0
1718989,101073,230727,401020,7074009,4010967,2/22/2014,3/1/2014,3/30/2014,3/30/2014,3/30/2014,0
1719476,101069,230684,401023,7076004,4012102,4/1/2014,4/13/2014,5/9/2014,5/9/2014,5/9/2014,0
1719719,101151,210193,401028,7077003,4012671,6/5/2014,6/11/2014,6/20/2014,6/20/2014,6/20/2014,0
1719967,101010,210012,401004,7078008,4013229,6/18/2014,6/22/2014,7/14/2014,7/14/2014,7/14/2014,0
1720441,101031,230588,401035,7080006,4014373,10/12/2013,10/17/2013,11/9/2013,11/9/2013,11/9/2013,0
1720696,101090,230836,401059,7081008,4014930,3/8/2013,3/13/2013,4/8/2013,4/8/2013,4/8/2013,0
1720945,101076,210093,401058,7082008,4015498,11/9/2013,11/27/2013,11/30/2013,11/30/2013,11/30/2013,0
1721177,101109,210132,401022,7083003,4016074,5/25/2014,6/11/2014,6/13/2014,6/13/2014,6/16/2014,0
1721424,101034,230630,401032,7084002,4016630,10/18/2013,10/21/2013,11/24/2013,11/27/2013,11/27/2013,0.15
1721666,101090,230867,401059,7085003,4017202,12/24/2012,1/22/2013,1/27/2013,1/27/2013,1/27/2013,0
1721916,101002,220268,401036,7086005,4017770,4/1/2014,4/11/2014,5/11/2014,5/11/2014,5/11/2014,0
1722153,101038,220384,401048,7087010,4018337,7/31/2014,8/18/2014,9/27/2014,9/27/2014,9/27/2014,0
1722394,101086,220477,401021,7088008,4018897,3/20/2013,3/20/2013,4/14/2013,4/14/2013,4/14/2013,0
1722641,101085,230796,401044,7089006,4019475,5/25/2014,5/28/2014,7/5/2014,7/5/2014,7/5/2014,0
1722873,101090,230843,401059,7090009,4020042,11/16/2013,12/7/2013,12/10/2013,12/10/2013,12/10/2013,0
1723601,101090,230836,401059,7093004,4021735,10/15/2014,11/13/2014,12/2/2014,12/2/2014,12/2/2014,0.15
1723843,101030,220323,401021,7094008,4022309,9/29/2014,10/1/2014,10/12/2014,10/12/2014,10/12/2014,0
1724095,101069,230660,401023,7095003,4022869,8/31/2013,9/8/2013,9/17/2013,9/17/2013,9/17/2013,0
1724348,101093,220484,401045,7096005,4023441,12/28/2013,1/1/2014,2/12/2014,2/12/2014,2/12/2014,0
1724572,101030,220327,401021,7097002,4024004,6/15/2013,7/10/2013,7/24/2013,7/24/2013,7/24/2013,0
1724831,101070,220438,401057,7098001,4024572,8/14/2013,8/28/2013,9/30/2013,9/30/2013,9/30/2013,0
1725315,101073,230736,401020,7100009,4025708,11/29/2013,12/14/2013,12/16/2013,12/16/2013,12/16/2013,0
1725547,101031,230550,401035,7101004,4026275,9/6/2013,9/27/2013,9/30/2013,9/30/2013,10/2/2013,0
1725788,101086,220463,401021,7102010,4026837,6/5/2014,6/7/2014,7/10/2014,7/10/2014,7/10/2014,0
1726048,101082,220453,401030,7103005,4027413,12/2/2013,12/16/2013,1/20/2014,1/20/2014,1/20/2014,0
1726276,101034,230595,401032,7104009,4027976,8/27/2014,8/30/2014,9/26/2014,9/26/2014,9/26/2014,0
1726524,101175,210228,401004,7105008,4028541,11/14/2013,12/12/2013,1/16/2014,1/16/2014,1/16/2014,0.15
1726769,101082,220457,401030,7106010,4029103,12/21/2013,1/9/2014,1/10/2014,1/10/2014,1/10/2014,0
1727013,101031,230588,401035,7107010,4029680,7/28/2013,8/5/2013,8/9/2013,8/9/2013,8/9/2013,0
1727263,101034,230633,401032,7108008,4030244,7/21/2014,8/2/2014,8/14/2014,8/14/2014,8/14/2014,0
1727505,101086,220465,401021,7109004,4030815,9/29/2014,10/6/2014,11/2/2014,11/9/2014,11/9/2014,0
1727731,101069,230664,401023,7110008,4031381,12/1/2013,12/24/2013,12/31/2013,1/8/2014,1/8/2014,0
1727986,101199,210261,401049,7111008,4031942,2/1/2013,2/17/2013,2/28/2013,2/28/2013,2/28/2013,0
1728221,101090,230829,401059,7112009,4032510,8/3/2013,8/5/2013,9/8/2013,9/8/2013,9/8/2013,0
1728461,101004,220286,401030,7113005,4033084,6/26/2013,7/22/2013,8/24/2013,8/24/2013,8/24/2013,0
1728718,101025,220311,401003,7114010,4033641,7/1/2014,7/23/2014,8/27/2014,8/27/2014,8/27/2014,0.15
1729208,101100,210119,401034,7116001,4034775,9/30/2013,10/21/2013,11/4/2013,11/4/2013,11/4/2013,0
1729432,101025,220317,401003,7117005,4035346,9/16/2014,10/7/2014,11/1/2014,11/1/2014,11/1/2014,0
1729930,101035,220367,401063,7119006,4036483,2/10/2013,2/13/2013,3/26/2013,3/26/2013,3/26/2013,0
1730180,101031,230557,401035,7120007,4037049,12/8/2012,1/1/2013,2/6/2013,2/6/2013,2/6/2013,0
1730417,101073,230728,401020,7121004,4037617,7/10/2014,7/22/2014,8/15/2014,8/15/2014,8/16/2014,0
1730651,101085,230805,401044,7122004,4038187,4/9/2014,4/25/2014,5/2/2014,5/2/2014,5/2/2014,0.15
1730906,101034,230639,401032,7123007,4038752,11/11/2013,12/2/2013,12/7/2013,12/7/2013,12/7/2013,0
1731139,101085,230766,401044,7124001,4039317,1/11/2014,1/27/2014,2/18/2014,2/18/2014,2/18/2014,0
1731389,101090,230866,401059,7125001,4039878,12/6/2013,12/25/2013,1/18/2014,1/18/2014,1/18/2014,0
1731864,101170,210221,401049,7127005,4041012,11/29/2014,12/6/2014,12/31/2014,12/31/2014,12/31/2014,0
1732366,101085,230771,401044,7129010,4042154,11/4/2014,11/28/2014,11/29/2014,11/29/2014,11/29/2014,0.15
1733081,101034,230627,401032,7132004,4043847,7/24/2014,8/22/2014,9/30/2014,9/30/2014,9/30/2014,0
1733320,101073,230732,401020,7133010,4044422,5/18/2014,6/14/2014,6/22/2014,6/22/2014,6/22/2014,0.15
1733582,101006,210007,401007,7134007,4044984,6/1/2013,6/12/2013,7/23/2013,7/23/2013,7/23/2013,0
1733818,101031,230541,401035,7135001,4045551,1/3/2014,1/12/2014,1/12/2014,1/12/2014,1/12/2014,0.15
1734060,101001,210002,401043,7136005,4046118,10/12/2014,11/3/2014,12/8/2014,12/8/2014,12/8/2014,0
1734306,101069,230681,401023,7137008,4046684,5/10/2014,5/29/2014,6/24/2014,6/24/2014,6/24/2014,0
1734552,101073,230742,401020,7138005,4047253,3/6/2013,3/7/2013,3/19/2013,3/19/2013,3/19/2013,0.06
1734779,101132,210165,401055,7139009,4047816,2/2/2013,2/8/2013,2/14/2013,2/14/2013,2/14/2013,0.15
1735282,101034,230640,401032,7141008,4048958,10/29/2014,11/19/2014,12/30/2014,12/30/2014,12/30/2014,0
1735509,101090,230838,401059,7142005,4049524,8/7/2013,8/24/2013,8/24/2013,8/24/2013,8/24/2013,0
1735765,101031,230594,401035,7143003,4050094,12/23/2012,1/1/2013,1/28/2013,1/28/2013,1/28/2013,0
1736011,101068,210086,401028,7144008,4050654,10/30/2014,10/31/2014,12/6/2014,12/6/2014,12/6/2014,0
1736248,101044,220402,401051,7145003,4051224,10/14/2014,11/8/2014,12/22/2014,12/22/2014,12/22/2014,0
1736483,101029,210040,401055,7146005,4051793,7/11/2013,7/17/2013,7/31/2013,7/31/2013,7/31/2013,0.15
1736735,101135,210172,401028,7147006,4052356,5/29/2013,6/20/2013,7/4/2013,7/4/2013,7/4/2013,0
1736980,101082,220446,401030,7148003,4052919,11/17/2013,12/13/2013,12/17/2013,12/17/2013,12/17/2013,0
1737210,101069,230665,401023,7149004,4053492,11/6/2013,11/9/2013,12/9/2013,12/9/2013,12/9/2013,0
1737466,101090,230876,401059,7150001,4054061,4/16/2013,5/14/2013,5/27/2013,5/27/2013,5/27/2013,0
1737710,101073,230738,401020,7151007,4054627,12/11/2013,12/26/2013,12/30/2013,12/30/2013,12/30/2013,0
1737951,101090,230865,401059,7152005,4055190,6/13/2013,6/17/2013,7/1/2013,7/1/2013,7/1/2013,0
1738198,101069,230674,401023,7153008,4055752,10/14/2013,11/2/2013,11/30/2013,11/30/2013,11/30/2013,0
1738431,101086,220472,401021,7154004,4056321,2/17/2014,3/14/2014,4/5/2014,4/5/2014,4/8/2014,0
1738684,101030,220327,401021,7155010,4056891,12/8/2013,12/24/2013,1/11/2014,1/11/2014,1/11/2014,0.15
1738909,101069,230692,401023,7156002,4057455,8/29/2013,9/17/2013,9/24/2013,9/24/2013,9/24/2013,0.11
1739165,101069,230659,401023,7157003,4058025,5/14/2013,5/22/2013,7/1/2013,7/1/2013,7/1/2013,0
1739397,101070,220432,401057,7158004,4058587,4/23/2014,5/8/2014,6/17/2014,6/17/2014,6/17/2014,0
1739648,101196,210256,401022,7159003,4059163,7/23/2013,8/19/2013,9/24/2013,9/24/2013,9/24/2013,0
1739897,101065,220427,401051,7160005,4059733,10/6/2013,10/18/2013,10/20/2013,10/20/2013,10/24/2013,0
1740124,101070,220436,401057,7161005,4060296,3/29/2013,4/27/2013,5/23/2013,5/23/2013,5/23/2013,0.15
1740384,101082,220460,401030,7162002,4060863,8/23/2014,9/9/2014,10/16/2014,10/16/2014,10/16/2014,0
1740870,101073,230753,401020,7164007,4061996,2/23/2014,3/8/2014,3/30/2014,3/30/2014,3/30/2014,0
1741339,101090,230839,401059,7166001,4063132,4/8/2013,4/13/2013,5/26/2013,5/26/2013,5/26/2013,0
1741595,101065,220415,401051,7167002,4063696,4/12/2014,4/17/2014,5/26/2014,5/26/2014,5/26/2014,0
1741835,101031,230591,401035,7168007,4064261,8/7/2013,8/18/2013,9/7/2013,9/7/2013,9/7/2013,0.15
1742087,101088,210105,401049,7169010,4064827,8/4/2014,8/8/2014,9/9/2014,9/9/2014,9/9/2014,0
1742312,101025,220305,401003,7170008,4065397,8/28/2014,8/29/2014,9/5/2014,9/5/2014,9/5/2014,0
1742560,101035,220362,401063,7171007,4065970,4/4/2014,4/4/2014,4/8/2014,4/8/2014,4/8/2014,0
1742803,101002,220275,401036,7172001,4066529,7/18/2013,7/22/2013,8/20/2013,8/20/2013,8/20/2013,0
1743047,101086,220465,401021,7173010,4067092,6/15/2013,6/24/2013,6/24/2013,6/24/2013,6/24/2013,0
1743299,101129,210162,401028,7174001,4067670,1/10/2013,1/21/2013,2/8/2013,2/8/2013,2/8/2013,0
1743533,101138,210175,401004,7175007,4068233,5/28/2014,6/9/2014,6/26/2014,6/26/2014,6/26/2014,0.15
1743781,101033,220344,401021,7176001,4068797,2/4/2014,2/5/2014,3/10/2014,3/10/2014,3/10/2014,0
1744013,101025,220316,401003,7177009,4069372,6/22/2014,6/27/2014,7/19/2014,7/19/2014,7/19/2014,0.15
1744259,101141,210181,401034,7178005,4069936,8/17/2014,8/18/2014,9/1/2014,9/1/2014,9/1/2014,0
1744513,101002,220282,401036,7179010,4070504,2/6/2013,2/8/2013,2/11/2013,2/11/2013,2/11/2013,0
1744753,101029,210040,401055,7180001,4071070,8/30/2013,8/31/2013,9/13/2013,9/13/2013,9/13/2013,0.15
1745243,101002,220280,401036,7182001,4072206,12/18/2012,1/1/2013,2/8/2013,2/8/2013,2/8/2013,0
1745478,101043,210052,401061,7183008,4072766,11/27/2014,12/19/2014,12/31/2014,12/31/2014,12/31/2014,0
1745958,101093,220486,401045,7185006,4073902,1/17/2013,1/20/2013,2/2/2013,2/2/2013,2/2/2013,0
1746457,101042,210051,401007,7187002,4075039,10/6/2014,10/7/2014,11/17/2014,11/17/2014,11/17/2014,0.15
1746693,101161,210208,401055,7188001,4075601,6/16/2014,7/3/2014,7/7/2014,7/7/2014,7/7/2014,0
1747183,101031,230543,401035,7190001,4076736,12/21/2013,1/9/2014,2/13/2014,2/13/2014,2/13/2014,0.15
1747431,101096,220517,401027,7191006,4077301,11/4/2013,11/22/2013,12/31/2013,12/31/2013,12/31/2013,0
1748144,101069,230675,401023,7194006,4079003,7/2/2014,7/3/2014,8/5/2014,8/5/2014,8/5/2014,0
1748397,101094,210111,401049,7195003,4079566,7/4/2013,7/25/2013,8/28/2013,8/28/2013,8/28/2013,0
1748641,101069,230703,401023,7196005,4080137,1/14/2013,2/1/2013,3/9/2013,3/9/2013,3/9/2013,0
1748887,101088,210105,401049,7197004,4080712,2/11/2013,3/8/2013,4/20/2013,4/20/2013,4/20/2013,0
1749130,101034,230635,401032,7198008,4081273,7/29/2014,8/16/2014,9/14/2014,9/14/2014,9/14/2014,0
